MEXP,D.D,POS1,SL1,SL2,SR1,SR2,MSK1,MSK2,MSK3,MSK4,PARITY1,PARITY2,PARITY3,PARITY4,ALTI_SL2_PERM,,,,,,,,,,,,,,,,ALTI_SL2_PERM64,,,,,,,,,,,,,,,,ALTI_SR2_PERM,,,,,,,,,,,,,,,,ALTI_SR2_PERM64,,,,,,,,,,,,,,,
1279,372,8,6,3,9,1,effff777,eefbfdff,feffffff,fff7fffe,00000001,00000000,00000000,80000000,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
1279,379,3,13,3,12,5,ffdf7ff7,fff4ffef,edfe5fef,ff7fdfff,00000001,00000000,00000000,80000000,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
1279,386,1,19,3,4,1,ff7fffff,fffbfd7f,ffefffea,fddfdfde,00000001,00000000,00000000,40000000,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
1279,388,8,6,3,3,5,f7f9f7dd,b7f7beff,f7ffdf7f,ffdff7f9,00000001,00000000,00000000,80000000,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
1279,400,6,5,3,3,3,dfefeffd,dfffffbf,deffb9f7,fffffef7,00000001,00000000,00000000,80000000,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
1279,401,2,19,3,13,3,fff97fff,6bfff7fe,dafffb7d,efffffff,00000001,00000000,00000000,00000000,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
1279,405,7,13,7,2,1,7df7ffff,dfd7ff7f,f7f2b3dd,e77ffddf,00000001,00000000,00000000,00000000,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
1279,408,8,6,7,5,1,df7ffaff,dffaffff,fdd5bfef,ffd7bfdd,00000001,00000000,00000000,80000000,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
1279,410,6,13,1,1,7,fddbffff,ebffdffc,ffeff7fd,dfdffeff,00000001,00000000,00000000,10000000,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,9,10,11,4,13,14,15,8,31,31,31,12,31,31,31,31,9,10,11,12,13,14,15,0,23,23,23,23,23,23,23,8
1279,414,7,27,1,2,1,fffb67ff,defbe67b,ef1fffff,3effff8f,00000001,00000000,00000000,80000000,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
1279,415,4,26,1,3,1,fffdfffa,ffffbfeb,fffdff9a,bfffffdf,00000001,00000000,00000000,00000000,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
1279,445,7,11,3,12,5,fdfeedff,dffcfff7,7bdffffe,ffdfffea,00000001,00000000,00000000,00000000,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
1279,464,6,5,7,11,1,4fdffdff,c7feff7f,f5ffbe7f,3fddff97,00000001,00000000,00000000,80000000,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
1279,469,8,13,1,5,3,ffdffbae,7ffbff3f,ffffab5b,e7fff35b,00000001,00000000,00000000,00000000,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
1279,481,2,12,5,3,3,bfdefeef,bffffeff,fffefffb,fbfbdffe,00000001,00000000,00000000,00000000,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
1279,481,6,3,3,5,3,fffffff3,f7bbffff,fafff9fb,ff77fddf,00000001,00000000,00000000,80000000,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
1279,493,6,19,1,7,3,fdffefff,5ffbdffd,efbbfff3,ff7e7bb7,00000001,00000000,00000000,00000000,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
1279,493,8,11,1,5,3,7eafebff,7fdfdefd,b7d7bff5,f7bb7ff7,00000001,00000000,00000000,40000000,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
1279,497,6,14,1,3,7,ffffbffd,fffbffdf,ffffffff,fedffde5,00000001,00000000,00000000,00000000,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,9,10,11,4,13,14,15,8,31,31,31,12,31,31,31,31,9,10,11,12,13,14,15,0,23,23,23,23,23,23,23,8
1279,499,3,5,3,22,5,cffdffdf,ffff6eff,fff5fff7,efffbfff,00000001,00000000,00000000,00000000,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
