MEXP,D.D,POS1,SL1,SL2,SR1,SR2,MSK1,MSK2,MSK3,MSK4,PARITY1,PARITY2,PARITY3,PARITY4,ALTI_SL2_PERM,,,,,,,,,,,,,,,,ALTI_SL2_PERM64,,,,,,,,,,,,,,,,ALTI_SR2_PERM,,,,,,,,,,,,,,,,ALTI_SR2_PERM64,,,,,,,,,,,,,,,
11213,3543,69,6,3,3,1,effdfdff,f9bffbff,dff1ffff,f7f8dfff,00000001,00000000,83409000,c4651bf2,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,3654,48,12,3,17,1,de5fffbf,f7d5f7be,fff7757d,fffeef79,00000001,00000000,a25c0200,a9cb6a61,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,3726,9,18,5,15,1,5fe7eff7,dbffdff3,dbff6ff7,bb377fff,00000001,00000000,a0b64800,c3969fa3,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,3833,48,11,7,17,1,ffd7ebff,efffff7b,efbfffbd,f7f7efae,00000001,00000000,76adc000,dd5c6c66,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,3915,36,5,7,17,1,ccfe7ffe,fadfffff,fffffdff,ffefefff,00000001,00000000,637cd000,edd65806,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,4030,12,7,3,11,1,fffbe5fb,fdfdf7df,fffdf7ff,fffffffb,00000001,00000000,43f60800,4f337b1d,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,4260,37,21,3,4,5,76fe7fff,79ffffff,7ff7dfff,bbfbefff,00000001,00000000,2aa69000,a1bd24dd,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
11213,4366,85,19,7,10,1,fffdfbff,ffbffa3f,ffbffa2f,ffdfffbf,00000001,00000000,fe0c8800,ceed51f4,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,4371,42,13,7,21,1,ff3ebfbe,ff7fffde,5ffffbef,fffefbfb,00000001,00000000,0443a000,35321b2a,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,4390,38,16,3,1,5,fdf7dbff,fbffdffb,fbffbfd9,fffffdbd,00000001,00000000,16d92000,acd93bf9,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
11213,4477,80,3,3,1,3,f77efedf,f7fffbeb,cbffffe7,fdfffbff,00000001,00000000,bca5a000,45e06438,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
11213,4587,37,21,7,6,1,ffcffdff,fedffdff,fcbffffb,ffeffebf,00000001,00000000,f8270000,f6fdf776,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,4709,14,11,1,21,1,ffffffbd,ff7feffe,b6ffd7ff,97f9fe7f,00000001,00000000,22d14000,f393e8a4,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,4764,16,27,1,5,3,dfffef7f,eff97fdf,fff3fcfa,fe7feeff,00000001,00000000,16f44800,24ce4227,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
11213,4776,85,5,7,14,1,ffbfeffe,fbfddbeb,fbdfffff,bfffffff,00000001,00000000,a7420000,ea7b6ca0,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,4874,13,15,5,10,3,fffaffff,effef9ff,fe7e9bdb,ff7ffbfe,00000001,00000000,42c21400,fde64440,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
