spawn_id,entry,name,area_id,game_event_entries,census_scope_status,primary_category,participation_mode,role_or_profession,unique_named,review_status,classification_source
79877,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79878,883,Deer,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:883
79879,890,Fawn,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:890
79880,2442,Cow,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
79881,5917,Clara Charles,12,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:5917
79882,721,Rabbit,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
79883,30,Forest Spider,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:30
79884,721,Rabbit,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
79885,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79886,721,Rabbit,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
79887,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79888,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79889,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79890,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79891,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79892,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79893,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79894,299,Diseased Young Wolf,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79896,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79897,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79898,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79900,299,Diseased Young Wolf,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79901,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79902,6368,Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:6368
79903,6368,Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:6368
79904,6368,Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:6368
79905,7385,Bombay Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:7385
79906,6368,Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:6368
79907,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79908,7381,Silver Tabby Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:7381
79909,7382,Orange Tabby Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:7382
79910,7384,Cornish Rex Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:7384
79911,6368,Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:6368
79912,6367,Donni Anthania,12,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Crazy Cat Lady,YES,ACCEPTED_DEFAULT,template:6367
79913,6368,Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:6368
79914,6368,Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:6368
79915,6368,Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:6368
79916,6368,Cat,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:6368
79917,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79918,2442,Cow,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
79919,2442,Cow,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
79920,299,Diseased Young Wolf,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79922,2442,Cow,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
79923,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
79924,883,Deer,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:883
79925,6774,Falkhaan Isenstrider,9,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,MANUAL_REVIEW,template:6774
79926,1642,Northshire Guard,9,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1642
79927,1642,Northshire Guard,9,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1642
79928,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79929,1642,Northshire Guard,9,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1642
79930,1642,Northshire Guard,9,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1642
79931,1642,Northshire Guard,12,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1642
79932,1642,Northshire Guard,9,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1642
79933,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79934,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79935,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79936,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79937,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79938,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79939,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79940,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79941,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
79942,823,Deputy Willem,9,,INCLUDED,GUARD,FULL_AGENT,guard,YES,ACCEPTED_DEFAULT,template:823
79943,5403,Riding White Stallion,9,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,domestic_mount,NO,ACCEPTED_DEFAULT,template:5403
79944,721,Rabbit,9,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
79945,299,Diseased Young Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
